iteration,train_loss,val_loss,psnr,ssim,output_change
0,0.1666465550661087,0.15057729184627533,10.838764805071309,0.11824843406188917,0.0
5,0.036893051117658615,0.04024587571620941,17.311778087239404,0.35571098851607486,0.23815837502479553
10,0.025965383276343346,0.028722209855914116,18.8931779012465,0.46867471295885216,0.07697653025388718
15,0.01898491382598877,0.022813551127910614,20.24751128282251,0.5408625962898508,0.05354281887412071
20,0.015191343612968922,0.019104737788438797,21.18816682243706,0.5741156838664819,0.04129908233880997
25,0.012770839966833591,0.01643364690244198,22.029223644351646,0.6120786565921353,0.030577346682548523
30,0.010904312133789062,0.0134437782689929,22.82395466075362,0.6393565770774203,0.028865931555628777
35,0.009800093248486519,0.012215964496135712,23.312909674247845,0.6711746741632469,0.02091919258236885
40,0.008992355316877365,0.011182375252246857,23.60947961058265,0.6860556713431103,0.01589319109916687
45,0.008359783329069614,0.010293572209775448,23.93647365996793,0.6992606570651837,0.014098143205046654
50,0.007916380651295185,0.009677099995315075,24.143792222084674,0.7111367374901105,0.010970917530357838
55,0.007561047095805407,0.009289451874792576,24.31708454877763,0.7213967311828354,0.008928792551159859
60,0.0072174943052232265,0.008832614868879318,24.526724035231595,0.7343448598910118,0.007963383570313454
65,0.006946147885173559,0.008544816635549068,24.65265858182098,0.7386971380014535,0.007067654747515917
70,0.006674929056316614,0.008288519456982613,24.785666580889952,0.7412689861406292,0.006898965686559677
75,0.006415784824639559,0.007970745675265789,24.940003119329486,0.7460848869142365,0.006095645949244499
80,0.008764836937189102,0.010930942371487617,23.54837359920021,0.7318470432997796,0.03799792379140854
85,0.007366463541984558,0.00876665860414505,24.478977636153964,0.7581294636074875,0.04933720454573631
90,0.006550717633217573,0.007997801527380943,24.936075031056603,0.7634799456850634,0.014921828173100948
95,0.006333731580525637,0.007909221574664116,24.990164491103478,0.7606140794841557,0.02121385745704174
100,0.005965549498796463,0.007600276730954647,25.15807300030061,0.7652825957494174,0.021711640059947968
105,0.005763525143265724,0.007419897709041834,25.33322410075558,0.773865021207103,0.020268205553293228
110,0.005374441388994455,0.007064459845423698,25.599124916855423,0.7740387079459875,0.011310134083032608
115,0.005499356891959906,0.007184165995568037,25.505663941468974,0.7797385476015765,0.01288715098053217
120,0.005623197183012962,0.007363973185420036,25.346668270314325,0.7781313660019714,0.010614749044179916
