iteration,train_loss,val_loss,psnr,ssim,output_change
0,0.26996710896492004,0.2712920606136322,10.244210942570916,0.14313626289367676,0.0
30,0.08471091091632843,0.09003359079360962,14.872944590231754,0.37151074409484863,0.24359901249408722
60,0.05346328392624855,0.057362981140613556,16.648108407115622,0.5123654007911682,0.0986587330698967
90,0.03599780797958374,0.039596229791641235,18.13017268474023,0.6058439612388611,0.0843692198395729
120,0.024173865094780922,0.02901640720665455,19.523896927504623,0.6696746945381165,0.06717833876609802
150,0.02098008804023266,0.026141420006752014,20.03988692622223,0.7006434798240662,0.06469985842704773
180,0.018411241471767426,0.02201199159026146,20.54694970420098,0.7246379852294922,0.07094219326972961
210,0.013555462472140789,0.017499981448054314,21.546155042047005,0.7471886277198792,0.05134673789143562
240,0.010264022275805473,0.014306794852018356,22.46110569410241,0.7781718373298645,0.03548315167427063
270,0.011859061196446419,0.015775669366121292,22.070152764196163,0.7798573970794678,0.04217208921909332
300,0.00790099985897541,0.011320475488901138,23.314986082072927,0.8063294887542725,0.04418284818530083
330,0.007286666426807642,0.011242315173149109,23.521113017424486,0.8134515881538391,0.029934484511613846
360,0.005858979653567076,0.010072802193462849,24.119453060190992,0.825404703617096,0.024333084002137184
390,0.005649477709084749,0.009767962619662285,24.249941510162053,0.8319056630134583,0.025220686569809914
420,0.005263013299554586,0.00958920270204544,24.413919607231996,0.8358424305915833,0.026418328285217285
450,0.004674131982028484,0.008869421668350697,24.77198605645227,0.8455122113227844,0.025184305384755135
480,0.004806876182556152,0.008726546540856361,24.624841324946118,0.8454694747924805,0.031027374789118767
510,0.004664501175284386,0.009072626940906048,24.73045100862715,0.8509583473205566,0.03452565148472786
540,0.0033542062155902386,0.007465905509889126,25.497503457463694,0.8616312146186829,0.03105558454990387
570,0.003502526553347707,0.007705216761678457,25.385935629112637,0.8614150881767273,0.025690609589219093
600,0.003227459965273738,0.007325341925024986,25.60449538589304,0.8645632863044739,0.025555934756994247
630,0.0032089015003293753,0.007296300958842039,25.58938929571189,0.8678867220878601,0.024182530120015144
660,0.0025591214653104544,0.006723503116518259,26.056693460095236,0.873241126537323,0.025295168161392212
690,0.0024337510112673044,0.006865072995424271,26.09546269149293,0.8757514953613281,0.02139410376548767
720,0.0026207820046693087,0.007180830463767052,25.96287219306244,0.875204861164093,0.02573350816965103
750,0.0020740239415317774,0.006563195493072271,26.415524390023997,0.8820937275886536,0.020566163584589958
780,0.0018785031279549003,0.006574950180947781,26.543720018621787,0.8850986957550049,0.012758517637848854
810,0.002033395227044821,0.0066450005397200584,26.42508806010246,0.8846215605735779,0.018021540716290474
840,0.0021557873114943504,0.0063369376584887505,26.40266357920039,0.8836870193481445,0.022119298577308655
870,0.00206426321528852,0.0063665141351521015,26.445326841335127,0.8862436413764954,0.025996003299951553
900,0.0019816034473478794,0.006533350329846144,26.536943708258555,0.8896493315696716,0.026306962594389915
