iteration,train_loss,val_loss,psnr,ssim,output_change
0,0.09607960283756256,0.03276072070002556,10.430027575214067,0.10083104975225733,0.0
10,0.014616929925978184,0.012222102843225002,17.623939744377235,0.3869553583951632,0.24157552421092987
20,0.008043774403631687,0.008681298233568668,19.83004502284066,0.48350099833428445,0.08638627827167511
30,0.006283976137638092,0.007402672432363033,20.629774761542983,0.516072811930202,0.04423215612769127
40,0.005457903258502483,0.0070457058027386665,20.983749670338003,0.537103729211882,0.02100871503353119
50,0.0048580896109342575,0.0067689865827560425,21.280180956048063,0.5500655600120717,0.01777736470103264
60,0.004393773153424263,0.0062943752855062485,21.50616039875135,0.5561367806085129,0.016446553170681
70,0.003958638291805983,0.005937901325523853,21.72352145949066,0.5698097145454665,0.01534193940460682
80,0.0036029815673828125,0.005658448673784733,21.94148096147144,0.5838637936636906,0.013424994423985481
90,0.003317103022709489,0.00538821704685688,22.145371170657885,0.5994896250542576,0.009501149877905846
100,0.0030676343012601137,0.005011811852455139,22.232028234104146,0.6051451625609322,0.008321162313222885
110,0.0028375459369271994,0.004694437142461538,22.295360921309786,0.6084558471007296,0.008082523941993713
120,0.002652948722243309,0.004453893285244703,22.282609678241478,0.6071958029611447,0.007903214544057846
130,0.0025515626184642315,0.004224638920277357,22.359846750708684,0.6156511789064556,0.007532779593020678
140,0.0024463480804115534,0.0041709779761731625,22.31356490272387,0.61422818002004,0.00839976780116558
150,0.002367136301472783,0.004005585331469774,22.222660878928355,0.6095103042581707,0.011664899997413158
160,0.002218803856521845,0.003919885028153658,22.334589576003424,0.6105509046734395,0.0100559676066041
170,0.002296839840710163,0.00403258390724659,21.993858638996386,0.5989819399648574,0.014064054936170578
180,0.0025333822704851627,0.003859494347125292,21.97232267401993,0.605179925968009,0.01416740845888853
190,0.0019824106711894274,0.003939745016396046,22.244691293546698,0.6002699069639114,0.0268478412181139
200,0.0018438852857798338,0.003831686917692423,22.05483457346009,0.5843253207833735,0.011372087523341179
210,0.002237970707938075,0.003858261974528432,21.759047276206562,0.5803602175909204,0.025104664266109467
220,0.001932989340275526,0.0036079431883990765,22.240148079348838,0.6001748876901659,0.025373630225658417
230,0.0016602856339886785,0.003547059139236808,22.25457091487155,0.5851209398776619,0.01717173494398594
240,0.0016115223988890648,0.0036544224712997675,21.774889410107832,0.5588143396211509,0.016598450019955635
250,0.001428583636879921,0.0038062450475990772,21.754223285617908,0.5493829117381237,0.014850135892629623
260,0.0020081528928130865,0.003707975149154663,21.54321951004418,0.5603725225201645,0.021351346746087074
270,0.0014514451613649726,0.0035312350373715162,21.900363351774224,0.5571058937381648,0.018408551812171936
280,0.0013379666488617659,0.003561535617336631,21.772135801162044,0.5435078874232531,0.021846545860171318
290,0.0014202367747202516,0.0033933641389012337,21.606838288509593,0.5434373359401847,0.021677225828170776
300,0.0013925933744758368,0.003521455219015479,21.653199135014717,0.5387802299209118,0.02212361991405487
