iteration,train_loss,val_loss,psnr,ssim,output_change
0,0.07289539277553558,0.05138948932290077,10.838764805071309,0.11824843406188917,0.0
5,0.010084914974868298,0.00949511956423521,17.46294866671825,0.3847020446445544,0.24333946406841278
10,0.0067479852586984634,0.0080952737480402,18.63859271861554,0.4520502753693542,0.07888111472129822
15,0.005230190232396126,0.005809027235955,19.38286268512034,0.47939953969081117,0.04910755902528763
20,0.00427320646122098,0.005213674623519182,19.928918069346782,0.4993357393837429,0.02657933346927166
25,0.0037932610139250755,0.0045259553007781506,20.316011699920892,0.5153193628050301,0.024020399898290634
30,0.00322481757029891,0.004154624417424202,20.721443469768538,0.5353227732385405,0.021330220624804497
35,0.002929380629211664,0.00381859322078526,20.987153929885977,0.544421794282862,0.01645074412226677
40,0.002645256696268916,0.0035291784442961216,21.282328745302095,0.5552278879947762,0.014434058219194412
45,0.0024539369624108076,0.0034727677702903748,21.460742706144455,0.55704935493227,0.01017290074378252
50,0.002293242607265711,0.0033134922850877047,21.657499205606978,0.5719423770862183,0.009442317299544811
55,0.0021673680748790503,0.0032539356034249067,21.82246706252628,0.5814606522575523,0.008061937987804413
60,0.0020647800993174314,0.0031061754561960697,21.984920382427703,0.5916460261523212,0.006678999401628971
65,0.001983493100851774,0.003033471992239356,22.12391578719279,0.6006794276488912,0.0055504548363387585
70,0.0019093393348157406,0.002935923868790269,22.264317731026566,0.6102379816173253,0.0045590815134346485
75,0.0018435154343023896,0.0028582129161804914,22.368715263339368,0.6182230211574004,0.004024780821055174
80,0.0017866210546344519,0.0027506493497639894,22.48828508471678,0.6261610950326233,0.003369168611243367
85,0.0017336516175419092,0.0026487596333026886,22.613732992268215,0.6339116767810172,0.0032394318841397762
90,0.0016849904786795378,0.0025546420365571976,22.734481153049472,0.6410175749995592,0.0030241860076785088
95,0.0016397637082263827,0.0024461145512759686,22.853723124798016,0.6483928495191655,0.002884408226236701
100,0.0015986268408596516,0.0023265834897756577,22.973550273853323,0.6559558561086704,0.002657037926837802
105,0.001559592317789793,0.0022225910797715187,23.091394445783486,0.6625641288297244,0.002619542181491852
110,0.0015226684045046568,0.0021111418027430773,23.2119816177661,0.6688460394337011,0.0026896935887634754
115,0.0014881520764902234,0.0020107293967157602,23.324479838318,0.6747595103447603,0.002570086158812046
120,0.0014552680077031255,0.0019173111068084836,23.437090676806996,0.6807552625014869,0.0024950248189270496
