iteration,train_loss,val_loss,psnr,ssim,output_change
0,0.18033644556999207,0.17969505488872528,11.591513374532687,0.08311951160430908,0.0
20,0.10806430876255035,0.10701760649681091,13.490139306604798,0.16190874576568604,0.16077247262001038
40,0.09509193897247314,0.09474320709705353,13.940184584380777,0.18509620428085327,0.06064927577972412
60,0.08221040666103363,0.0828757956624031,14.456474712363327,0.2540840804576874,0.059591930359601974
80,0.06907599419355392,0.07135134190320969,15.061086871187062,0.3252924382686615,0.060526877641677856
100,0.06259606778621674,0.06399033218622208,15.436440386206488,0.37925055623054504,0.048427920788526535
120,0.055019158869981766,0.0556517094373703,15.90856809409111,0.43175947666168213,0.051261819899082184
140,0.050389472395181656,0.05097326636314392,16.227490798481114,0.4650406837463379,0.04383783042430878
160,0.04972638189792633,0.050571586936712265,16.29313242804157,0.4910695254802704,0.04247825965285301
180,0.04147610440850258,0.04253104701638222,16.920206032410235,0.5466040968894958,0.0684891939163208
200,0.038341376930475235,0.03917086869478226,17.19479971989464,0.5728241801261902,0.060242898762226105
220,0.04079785570502281,0.040948450565338135,17.070997286363728,0.5860992074012756,0.0693875104188919
240,0.03388311713933945,0.03505556657910347,17.65222475779,0.6214337944984436,0.07129918038845062
260,0.028846606612205505,0.029950037598609924,18.262737677803674,0.6812341213226318,0.06560485064983368
280,0.02326786331832409,0.024135537445545197,18.944990548425146,0.7112337946891785,0.05413740873336792
300,0.020206918939948082,0.020714258775115013,19.438767518169932,0.7423169612884521,0.044381555169820786
320,0.019729696214199066,0.02099599316716194,19.482118858045332,0.7447158694267273,0.04260198399424553
340,0.01753918081521988,0.018009107559919357,19.95884690497486,0.7711703181266785,0.04886581376194954
360,0.017223389819264412,0.01763092540204525,20.023069437078995,0.7724103927612305,0.03987792506814003
380,0.014674524776637554,0.015460500493645668,20.51294822117675,0.7905532717704773,0.0417596809566021
400,0.014205819927155972,0.015199018642306328,20.659489840241093,0.8031906485557556,0.03867870196700096
420,0.01445646770298481,0.015205342322587967,20.596933467949604,0.7989475727081299,0.049896251410245895
